GSMID,tissue1,tissue2,tissue3,Tissue,disease1,disease2,disease3,Disease,Genotype
GSM3380250,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM360340,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360341,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360342,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360343,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360344,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360345,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360346,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360347,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360348,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360349,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360350,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM360351,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM363525,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM363526,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM363527,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM363528,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM363529,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM363530,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM387650,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 heterozygote"
GSM387651,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 heterozygote"
GSM387652,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 heterozygote"
GSM387653,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 KO"
GSM387654,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 KO"
GSM387655,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 KO"
GSM387656,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM387657,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM387659,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 heterozygote"
GSM387660,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 heterozygote"
GSM387662,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 KO"
GSM387664,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM387667,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 heterozygote"
GSM387668,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 heterozygote"
GSM387671,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 KO"
GSM387672,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,"FGFR3, FGFR4 KO"
GSM435909,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM435910,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM435911,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM435912,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM435913,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM435914,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Wild type
GSM435915,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM435916,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM435917,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM435918,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM435919,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM435920,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446784,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446785,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446786,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446787,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446789,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446790,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446791,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446792,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446793,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446794,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446795,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446796,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446797,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446798,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446799,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446800,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446801,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446802,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446803,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446804,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446805,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446806,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446807,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446808,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446809,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446810,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446811,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446812,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446813,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446814,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446815,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446816,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446817,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446818,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446819,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446820,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446821,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446822,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446823,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446824,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446825,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446826,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446827,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446828,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446829,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446830,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446831,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446832,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446833,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446834,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446835,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446836,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446837,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446838,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446839,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446840,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446841,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446842,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446843,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446844,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446845,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446846,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446847,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446848,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446849,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446850,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446851,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446852,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446853,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446854,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446855,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446856,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446857,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446858,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446859,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446860,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446861,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446862,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446863,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446864,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446865,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446866,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446867,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446868,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446869,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446870,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446871,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446872,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446873,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446874,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446875,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446876,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446877,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446878,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446879,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446880,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446881,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446882,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446883,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446884,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446885,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446886,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446887,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446888,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446889,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446890,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446891,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446892,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446893,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446894,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446895,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446896,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446897,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446898,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446899,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446900,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446901,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446902,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446903,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446904,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446905,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446906,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446907,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446908,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446909,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446910,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446911,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446912,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446913,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446914,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446915,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446916,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446917,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446918,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446919,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446920,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446921,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446922,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446923,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446924,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446925,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446926,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446927,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446928,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446929,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446930,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446931,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446932,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446933,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446934,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446935,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446936,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446937,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446938,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446939,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446940,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446941,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446942,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446943,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
GSM446944,Lung,Lung,,Lung,Disease unknown,Disease unknown,,Disease unknown,Genotype unknown
